39004-7,Epidermal growth factor receptor Ag,PATH,"Antigen; Antigens; EGF; EGFR; Fac; Fact; HER1; Ordinal; PATHOLOGY; Point in time; PR; QL; Qual; Qualitative; Random; Rec; Recept; Receptors; Recp; Recptr; Screen; Tissue; Tissue, unspecified",EGFR Ag Tiss Ql,,Epidermal growth factor receptor Ag [Presence] in Tissue,,Epidermal growth factor receptor Ag Ql (Tiss)
2284-8,Folate,CHEM,Chemistry; Folat; Folic acid; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; Pteroylglutamate; Pteroylglutamic acid; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders; Vit M; Vitamin M,Folate SerPl-mCnc,ng/mL,Folate [Mass/volume] in Serum or Plasma,ng/mL,Folate [Mass/Vol]
743-5,Monocytes,HEM/BC,#; ABS; absolute; absolutes; Blood; Cnt; Count; Count/volume; CT; HEMATOLOGY/CELL COUNTS; Manl; Mono; Monocyte; Monos; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood,Monocytes # Bld Manual,10*9/L,Monocytes [#/volume] in Blood by Manual count,10*3/uL,Monocytes Manual cnt (Bld) [#/Vol]
48058-2,Fibrin D-dimer,COAG,COAGULATION; D Dimer; Dextro; EIA; ELFA; ELISA; Enzyme immunoassay; Fragment D-dimer; Hematology; Heme; IAA; Level; Mass concentration; MEIA; Plas; Platelet poor plasma; Point in time; QNT; Quan; Quant; Quantitative; Random; SUDS; UniversalLabOrders,D Dimer PPP IA.DDU-mCnc,ug/L DDU,Fibrin D-dimer [Mass/volume] in Platelet poor plasma by Immunoassay.DDU,ug/L{DDU},Fibrin D-dimer IA.DDU (PPP) [Mass/Vol]
31100-1,Erythrocyte/Blood,HEM/BC,Blood; Discocyte; Erc; Erythrocytes; HEMATOLOGY/CELL COUNTS; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; Volfr; Volume fraction; WB; Whole blood,Hct VFr Bld Imped,%,Hematocrit [Volume Fraction] of Blood by Impedance,%,Hematocrit Impedance (Bld) [Volume fraction]
1798-8,Amylase,CHEM,Alpha amylase; Ams; Amyl; Catalytic Concentration; Chemistry; Diastase; Gastro; Gastroenterology; GI; k87; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders,Amylase SerPl-cCnc,arb U/L,Amylase [Enzymatic activity/volume] in Serum or Plasma,U/L,Amylase [Catalytic activity/Vol]
30350-3,Hemoglobin,HEM/BC,Bld ven; Bld venous; Blood - venous; Blood ven; Blood venus; Haemoglobin; Hb; HEMATOLOGY/CELL COUNTS; Hgb; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; Venous,Hgb BldV-mCnc,g/L;g/dL,Hemoglobin [Mass/volume] in Venous blood,g/dL,Hemoglobin (BldV) [Mass/Vol]
732-8,Lymphocytes,HEM/BC,#; ABS; absolute; absolutes; Blood; Cnt; Count; Count/volume; CT; HEMATOLOGY/CELL COUNTS; Lymp; Lymph; Lympho; Lymphocyte; Lymphs; Lymphs%; Manl; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood,Lymphocytes # Bld Manual,10*9/L,Lymphocytes [#/volume] in Blood by Manual count,10*3/uL,Lymphocytes Manual cnt (Bld) [#/Vol]
1754-1,Albumin,CHEM,Alb; Chemistry; Kidney; Level; Mass concentration; Nephrology; Point in time; Protein.albumin; QNT; Quan; Quant; Quantitative; Random; Renal; UA; UR; Urn,Albumin Ur-mCnc,mg/L;mcg/mL,Albumin [Mass/volume] in Urine,g/dL,Albumin (U) [Mass/Vol]
11368-8,Illness or injury onset date and time,H&P.HX,AOEObservation; Date and time; Date+time; H+P; H+P.HX; P prime; Point in time; QNT; Quan; Quant; Quantitative; Random; Time stamp; Timestamp; Ulcer,Illness or injury onset date and time,,Illness or injury onset date and time,,
2324-2,Gamma glutamyl transferase,CHEM,Catalytic Concentration; Chemistry; Gamma glutamyl transpeptidase; Gamma-GTP; GGT; GGTP; GT; Hepatology; Liver; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders,GGT SerPl-cCnc,arb U/L,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,U/L,Gamma glutamyl transferase [Catalytic activity/Vol]
3107-0,Urobilinogen,CHEM,Chemistry; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UBG; UniversalLabOrders; UR; Urn; Urobili; Urobilngn,Urobilinogen Ur-mCnc,mg/dL,Urobilinogen [Mass/volume] in Urine,mg/dL,Urobilinogen (U) [Mass/Vol]
35674-1,Creatinine,CHEM,?Tm; Chemistry; CR; Crea; Creat; Kidney; Level; Mass concentration; Nephrology; QNT; Quan; Quant; Quantitative; Renal; UA; UCr; UniversalLabOrders; UR; Urn,Creat ?Tm Ur-mCnc,g/L; mcg/mL; mg/dL; mg/mL,Creatinine [Mass/volume] in Urine collected for unspecified duration,mg/dL,Creatinine Unsp time (U) [Mass/Vol]
14627-4,Bicarbonate,CHEM,BIC; bicar; Bicarb; Bld ven; Bld venous; Blood - venous; Blood ven; Blood venus; Chemistry; HCO3; Level; Point in time; QNT; Quan; Quant; Quantitative; Random; Substance concentration; Venous,HCO3 BldV-sCnc,mmol/L,Bicarbonate [Moles/volume] in Venous blood,mmol/L,HCO3 (BldV) [Moles/Vol]
49936-8,Calcium.ionized/Calcium.total^^corrected for albumin,CHEM,Alb; Album cor; Blood; Ca; Ca-I; Cal; Calcium active; Calcium free; Chemistry; Coagulation factor I; ICA; Ion; Mass fraction; Percent; Point in time; Protein.albumin; QNT; Quan; Quant; Quantitative; Random; Tot; Totl; WB; Whole blood,Ca-I Album cor MFr Bld,%,Calcium.ionized/Calcium.total corrected for albumin in Blood,%,Calcium.ionized/Total Ca corrected for albumin (Bld) [Mass fraction]
1978-6,Bilirubin,CHEM,Bili; Bilirubins; Billirubin; Chemistry; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; TBIL; UA; UniversalLabOrders; UR; Urn,Bilirub Ur-mCnc,mg/dL,Bilirubin.total [Mass/volume] in Urine,mg/dL,Bilirubin (U) [Mass/Vol]
30341-2,Erythrocyte,HEM/BC,Blood; Discocyte; Erc; Erythrocytes; HEMATOLOGY/CELL COUNTS; Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; Sed Rat; UniversalLabOrders; WB; Whole blood,Erythrocyte Sed Rat Bld,mm/h,Erythrocyte [Sedimentation Rate] in Blood,mm/h,Erythrocyte (Bld) [Sedimentation Rate]
5643-2,Ethanol,DRUG/TOX,Alc; Alcohol; DRUG/TOXICOLOGY; Drugs; Ethyl alcohol; EtOH; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders,Ethanol SerPl-mCnc,mg/dL,Ethanol [Mass/volume] in Serum or Plasma,mg/dL,Ethanol [Mass/Vol]
21198-7,Choriogonadotropin.beta subunit,CHEM,Arbitrary concentration; B; B HCG; Beta HCG; Beta human chorionic gonadotropin; B-HCG; CG; Chemistry; Choriogonadotropin beta chain; Choriogonadotropins total; Chorionic gonadotropin; HCG; Human chorionic gonadotropin; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Tumor marker; UniversalLabOrders,B-HCG SerPl-aCnc,IU/L; mU/mL,Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma,m[IU]/mL;[IU]/mL,HCG.beta subunit Qn
3879-4,Opiates,DRUG/TOX,Addiction; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Heroin; Illicit; OP; Opi; Opiate; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Screen; UA; UniversalLabOrders; UR; Urn,Opiates Ur Ql,,Opiates [Presence] in Urine,,Opiates Ql (U)
580-1,Fungus,MICRO,C&S; Cult; Cultures; Fung; Fungal; Fungi; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Misc; Miscellaneous; Nominal; Other; Point in time; Random; Spec; To be specified in another part of the message; UniversalLabOrders; Unspecified,Fungus Spec Cult,,Fungus identified in Specimen by Culture,,Fungus identified Cx Nom (Specimen)
2890-2,Protein/Creatinine,CHEM,Chemistry; CR; Crea; Creat; Mass concentration ratio; Mass ratio; MCRto; Point in time; PR; Prot; QNT; Quan; Quant; Quantitative; Random; UA; UCr; UniversalLabOrders; UR; Urn,Prot/Creat Ur,mg/g creatinine,Protein/Creatinine [Mass Ratio] in Urine,mg/g{creat},Protein/Creatinine (U) [Mass ratio]
3377-9,Barbiturates,DRUG/TOX,Addiction; Barb; Barbiturate; Barbs; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Screen; UA; UniversalLabOrders; UR; Urn,Barbiturates Ur Ql,,Barbiturates [Presence] in Urine,,Barbiturates Ql (U)
5195-3,Hepatitis B virus surface Ag,MICRO,Antigen; Antigens; Australia antigen; HBs; HBsAG; HBV; HBV surface; Hep; Hep B; Hep Bs; Hepatis; Hepatit; Hepatology; HepB; ID; Infectious Disease; InfectiousDisease; Liver; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; SR; Surf; UniversalLabOrders,HBV surface Ag Ser Ql,,Hepatitis B virus surface Ag [Presence] in Serum,,HBV surface Ag Ql (S)
936-5,Observation,BLDBK,BLOOD BANK; Blood product unit; Blood Product Unit (Pack); Ident; Identifier; Nominal; Point in time; Random,Bld Unit Id BPU,,Blood product unit [Identifier],,Blood product unit Nom (BPU) [ID]
5196-1,Hepatitis B virus surface Ag,MICRO,Antigen; Antigens; Australia antigen; EIA; ELFA; ELISA; Enzyme immunoassay; HBs; HBsAG; HBV; HBV surface; Hep; Hep B; Hep Bs; Hepatis; Hepatit; Hepatology; HepB; IAA; ID; Infectious Disease; InfectiousDisease; Liver; MEIA; Microbiology; Ordinal; Pl; Plasma; Plsm; Point in time; PR; QL; Qual; Qualitative; Random; Screen; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; SUDS; Surf; UniversalLabOrders,HBV surface Ag SerPl Ql IA,,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay,,HBV surface Ag IA Ql
44734-2,Urea nitrogen/Creatinine,CHEM,Blood; Blood urea nitrogen; BUN; Chemistry; CR; Crea; Creat; Kidney; Mass concentration ratio; Mass ratio; MCRto; N; N2; Nephrology; Nit; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal; UN; WB; Whole blood,BUN/Creat Bld,g/g creatinine,Urea nitrogen/Creatinine [Mass Ratio] in Blood,g/g{creat},Urea nitrogen/Creatinine (Bld) [Mass ratio]
2519-7,Lactate,CHEM,2-Hydroxypropanoic acid; 2-hydroxy-propionate; 2-hydroxy-propionic acid; Bld ven; Bld venous; Blood - venous; Blood ven; Blood venus; Chemistry; Lact; Lactic acid; Level; L-lactate; Point in time; QNT; Quan; Quant; Quantitative; Random; Substance concentration; Venous,Lactate BldV-sCnc,mmol/L,Lactate [Moles/volume] in Venous blood,mmol/L,Lactate (BldV) [Moles/Vol]
1752-5,Albumin,CHEM,Alb; Chemistry; Joint aspirate; Joint fld; Joint flu; Joint fluid; Level; Mass concentration; Point in time; Protein.albumin; QNT; Quan; Quant; Quantitative; Random; Rheum; Rheumatology; SF; SNV; Syn; Syn fl; Synov; Synovial fluid,Albumin Snv-mCnc,g/dL,Albumin [Mass/volume] in Synovial fluid,g/dL,Albumin (Syn fld) [Mass/Vol]
881-3,ABO & Rh group,BLDBK,ABO + Rh; ABO group and Rh type; ABO+Rh Gp; Blood; BLOOD BANK; Blood product unit; Blood Product Unit (Pack); D phenotyping; D typing; Hematology; Heme; Nominal; Point in time; Random; Rh phenotyping; Rh typing; Typ; WB; Whole blood,ABO + Rh Bld BPU,,ABO and Rh group [Type] in Blood from Blood product unit,,ABO and Rh group (Bld BPU)
82589-3,Highest level of education,ADMIN.PATIENT.DEMOG,ADMIN; ADMIN.PATIENT; ADMIN.PT.DEMOG; History; Levels; Levl; LV; LVL; Ordinal; Point in time; QL; Qual; Qualitative; Random; Screen; SDOH,Highest level of educ,,Highest level of education,,
54567-3,Height and weight,PANEL.SURVEY.MDS,Pan; Panel; Panl; Pnl; Point in time; Random; Survey; SURVEY.MDS; Wt,,,Height and weight,,
41995-2,Hemoglobin A1c,CHEM,Blood; Chemistry; Endocrine; Endocrinology; GHb; Glycated hemoglobin; Glycohaemogolobin; Glycohemogolobin; Glycosylated hemoglobin; HA1c; Haemoglobin; Hb; HbA1c; Hgb; Hgb A1c; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood,HbA1c Bld-mCnc,g/dL,Hemoglobin A1c [Mass/volume] in Blood,g/dL,HbA1c (Bld) [Mass/Vol]
33223-9,Hyaline casts,UA,#/area; Auto; Automated detection; Cast; Elec; Elect; Electr; Kidney; Nephrology; Number areic; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal; UA; UR; URINALYSIS; Urine sediment; Urn; UrnS,Hyaline Casts #/area UrnS Auto,/HPF,Hyaline casts [#/area] in Urine sediment by Automated count,/[HPF],Hyaline casts Auto (Urine sed) [#/Area]
2524-7,Lactate,CHEM,2-Hydroxypropanoic acid; 2-hydroxy-propionate; 2-hydroxy-propionic acid; Chemistry; Lact; Lactic acid; Level; L-lactate; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; UniversalLabOrders,Lactate SerPl-sCnc,mmol/L,Lactate [Moles/volume] in Serum or Plasma,mmol/L,Lactate [Moles/Vol]
32717-1,Sodium,CHEM,ABG; ART; Art bld; Art blood; Arterial; Arterial blood; Blood arterial; Chemistry; Level; Na; Na+; Point in time; QNT; Quan; Quant; Quantitative; Random; Substance concentration,Sodium BldA-sCnc,mmol/L,Sodium [Moles/volume] in Arterial blood,mmol/L,Sodium (BldA) [Moles/Vol]
22637-3,Path report.final diagnosis,TUMRRGT,Dx; Impression; Impression/interpretation of study; Impressions; Interp; Interpretation; Narrative; Oncology; Path report.final Dx; Point in time; Random; Report; Spec; TUMOR REGISTRY(NAACCR),Path report.final Dx Spec,,Pathology report final diagnosis Narrative,,
18282-4,Cannabinoids,DRUG/TOX,Addiction; Cannabinoid; Delta-9-tetrahydrocannabinol; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Marijuana; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; THC; UA; UniversalLabOrders; UR; Urn,Cannabinoids Ur Ql Scn,,Cannabinoids [Presence] in Urine by Screen method,,Cannabinoids Screen Ql (U)
33218-9,Bacteria,UA,#/area; Auto; Automated detection; Bact; Elec; Elect; Electr; ID; Infectious Disease; InfectiousDisease; Kidney; Nephrology; Number areic; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal; UA; UR; URINALYSIS; Urine sediment; Urn; UrnS,Bacteria #/area UrnS Auto,/HPF,Bacteria [#/area] in Urine sediment by Automated count,/[HPF],Bacteria Auto (Urine sed) [#/Area]
3255-7,Fibrinogen,COAG,Clot; Clottable; COAGULATION; Coagulation assay; Coagulation factor I; FGN; Hematology; Heme; Level; Mass concentration; Plas; Platelet poor plasma; Point in time; QNT; Quan; Quant; Quantitative; Random; Tilt tube; UniversalLabOrders,Fibrinogen PPP-mCnc,g/L;mg/dL,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay,mg/dL,Fibrinogen Coag (PPP) [Mass/Vol]
30392-5,Erythrocytes.nucleated,HEM/BC,#; ABS; absolute; absolutes; Blood; Cnt; Count; Count/volume; CT; Discocytes; Erthrocyte; Erythroblasts; Erythrocyte; HEMATOLOGY/CELL COUNTS; Normoblasts; nRBC; nRBCs; Nuc; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; RBCS; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; WB; Whole blood,nRBC # Bld,10*9/L,Nucleated erythrocytes [#/volume] in Blood,10*3/uL,Nucleated RBC (Bld) [#/Vol]
5818-0,Urobilinogen,CHEM,Chemistry; Dip stick; Dipstick; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; UA; UBG; UR; Urn; Urobili; Urobilngn,Urobilinogen Ur Ql Strip,,Urobilinogen [Presence] in Urine by Test strip,,Urobilinogen Test strip Ql (U)
705-4,Basophils,HEM/BC,#; ABS; absolute; absolutes; Baso; Basophil; Basos; Blood; Bph; Cnt; Count; Count/volume; CT; HEMATOLOGY/CELL COUNTS; Manl; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood,Basophils # Bld Manual,10*9/L,Basophils [#/volume] in Blood by Manual count,10*3/uL,Basophils Manual cnt (Bld) [#/Vol]
14957-5,Albumin,CHEM,Alb; Chemistry; DL=20 mg/L; Kidney; Left; Level; Levo; MA; Malb; Mass concentration; Micro albumin; Microalbumin; Nephrology; Point in time; Protein.albumin; QNT; Quan; Quant; Quantitative; Random; Renal; UA; UniversalLabOrders; UR; Urn,Microalbumin Ur-mCnc,mg/L;mcg/mL; mg/dL,Microalbumin [Mass/volume] in Urine,ug/mL;mg/dL,Albumin DL <= 20 mg/L (U) [Mass/Vol]
56850-1,Interpretation and review of laboratory results,ED,DEEDS; Emergency Department; EMERGENCY DEPARTMENT (DEEDS); Imp & review of lab results; Impression; Impression/interpretation of study; Impressions; Interp; Interpret; Interpretation; Interpt; Intrp; Nominal; Point in time; Random,Imp & review of lab results,,Interpretation and review of laboratory results,,
2986-8,Testosterone,CHEM,Chemistry; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Testo; Testos; Testost; UniversalLabOrders,Testost SerPl-mCnc,ng/dL; ng/mL,Testosterone [Mass/volume] in Serum or Plasma,ng/dL,Testosterone [Mass/Vol]
32713-0,Potassium,CHEM,ABG; ART; Art bld; Art blood; Arterial; Arterial blood; Blood arterial; Chemistry; k; K+; Level; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Substance concentration,Potassium BldA-sCnc,mmol/L,Potassium [Moles/volume] in Arterial blood,mmol/L,Potassium (BldA) [Moles/Vol]
712-0,Eosinophils,HEM/BC,#; ABS; absolute; absolutes; Blood; Cnt; Count; Count/volume; CT; Eos; Eosin; Eosino; Eosinophil; Eosins; HEMATOLOGY/CELL COUNTS; Manl; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood,Eosinophil # Bld Manual,10*9/L,Eosinophils [#/volume] in Blood by Manual count,10*3/uL,Eosinophils Manual cnt (Bld) [#/Vol]
10378-8,Polychromasia,HEM/BC,Blood; HEMATOLOGY/CELL COUNTS; LM; Micro; Micros; Microscopic; Ordinal; Point in time; Polychro; Polychromatophilia; Polychromic; PR; QL; Qual; Qualitative; Random; Screen; WB; Whole blood,Polychromasia Bld Ql Smear,,Polychromasia [Presence] in Blood by Light microscopy,,Polychromasia LM Ql (Bld)
32693-4,Lactate,CHEM,2-Hydroxypropanoic acid; 2-hydroxy-propionate; 2-hydroxy-propionic acid; Blood; Chemistry; Lact; Lactic acid; Level; L-lactate; Point in time; QNT; Quan; Quant; Quantitative; Random; Substance concentration; UniversalLabOrders; WB; Whole blood,Lactate Bld-sCnc,mmol/L,Lactate [Moles/volume] in Blood,mmol/L,Lactate (Bld) [Moles/Vol]
12180-6,Calcium.ionized,CHEM,Ca; Ca-I; Cal; Calcium active; Calcium free; Chemistry; Coagulation factor I; ICA; Ion; Ion selective membrane electode; Ion selective membrane electrode; Ion-selective electrode; Level; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration,Ca-I SerPl ISE-sCnc,mmol/L,Calcium.ionized [Moles/volume] in Serum or Plasma by Ion-selective membrane electrode (ISE),mmol/L,Calcium.ionized ISE [Moles/Vol]
2069-3,Chloride,CHEM,Blood; Chemistry; Cl; Cl-; Level; Point in time; QNT; Quan; Quant; Quantitative; Random; Substance concentration; UniversalLabOrders; WB; Whole blood,Chloride Bld-sCnc,mmol/L,Chloride [Moles/volume] in Blood,mmol/L,Chloride (Bld) [Moles/Vol]
49497-1,Platelets,HEM/BC,#; ABS; absolute; absolutes; Blood; Cnt; Count; Count/volume; CT; estimation; HEMATOLOGY/CELL COUNTS; Number concentration; Number Concentration (count/vol); Platelet; Platelet count; Platelt; Plt; Point in time; QNT; Quan; Quant; Quantitative; Random; Thrb; Thrombocyte; Thrombocytes; WB; Whole blood,Platelet # Bld Est,10*3/mm3,Platelets [#/volume] in Blood by Estimate,10*3/uL,Platelets Estimate (Bld) [#/Vol]
702-1,Anisocytosis,HEM/BC,Aniso; Blood; HEMATOLOGY/CELL COUNTS; LM; Micro; Micros; Microscopic; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; WB; Whole blood,Anisocytosis Bld Ql Smear,,Anisocytosis [Presence] in Blood by Light microscopy,,Anisocytosis LM Ql (Bld)
933-2,Observation,BLDBK,BLOOD BANK; Blood product unit; Blood Product Unit (Pack); Nominal; Point in time; Random; Typ,Bld Prod Typ BPU,,Blood product type,,Observation Nom (BPU)
624-7,Bacteria,MICRO,Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Lower respiratory; Lung; Microbiology; Nominal; Point in time; Pulmonary; Pulmonology; Random; Resp Cult; Respiratory; Spt; Sputum; UniversalLabOrders,Bacteria Spt Resp Cult,,Bacteria identified in Sputum by Respiratory culture,,Bacteria identified Respiratory culture Nom (Sput)
3051-0,Triiodothyronine.free,CHEM,Chemistry; Endocrine; Endocrinology; FR; Free T3; FT3; Level; Mass concentration; Non-protein bound; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; T3; T-3; T3Free; thyroid hormone; Total T3; Triodothyrne; UniversalLabOrders,T3Free SerPl-mCnc,ng/L;pg/mL,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma,pg/mL,Free T3 [Mass/Vol]
28541-1,Metamyelocytes/Leukocytes,HEM/BC,Blood; Hematology; HEMATOLOGY/CELL COUNTS; Heme; Leuc; Leuk; Leukocyte; Lkcs; Meta; Metamyelo; Metamyelocyte; Metamyelocyte%; Metas; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; WBC; WBCs; White blood cell; White blood cells; Whole blood,Metamyelocytes NFr Bld,%,Metamyelocytes/Leukocytes in Blood,%,Metamyelocytes/Leukocytes (Bld)
33256-9,Leukocytes^^corrected for nucleated erythrocytes,HEM/BC,#; ABS; absolute; absolutes; Auto; Automated detection; Blood; Cnt; Count; Count/volume; CT; Discocytes; Elec; Elect; Electr; Erthrocyte; Erythrocyte; HEMATOLOGY/CELL COUNTS; Leuc; Leuk; Leukocyte; Lkcs; nRBC cor; Nuc; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; RBCS; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; WB; WBC; WBCs; White blood cell; White blood cells; Whole blood,WBC nRBC cor # Bld Auto,10*3/uL,Leukocytes [#/volume] corrected for nucleated erythrocytes in Blood by Automated count,10*3/uL,WBC corrected for nucl RBC Auto (Bld) [#/Vol]
6299-2,Urea nitrogen,CHEM,Blood; Blood urea nitrogen; BUN; Chemistry; Kidney; Level; Mass concentration; N; N2; Nephrology; Nit; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal; UN; UniversalLabOrders; WB; Whole blood,BUN Bld-mCnc,mg/dL,Urea nitrogen [Mass/volume] in Blood,mg/dL,Urea nitrogen (Bld) [Mass/Vol]
43304-5,Chlamydia trachomatis rRNA,MICRO,3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; C trac; C trach; C tracho; C trachomatis; Chlam; Chlam trac; Chlamid; CT; DNA NUCLEIC ACID PROBE; DNA probe; Gen-Probe; ID; Infectious Disease; InfectiousDisease; LAT; LCR; LGV; Ligase chain reaction; Ligation-activated transcription; Lymphogranuloma venereum; Microbiology; Misc; Miscellaneous; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; Other; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; ribosomal RNA; Screen; SDA; Spec; Strand Displacement Amplification; TMA; To be specified in another part of the message; Trachoma; Transcription mediated amplification; UniversalLabOrders; Unspecified,C trach rRNA Spec Ql NAA+probe,,Chlamydia trachomatis rRNA [Presence] in Specimen by NAA with probe detection,,C. trachomatis rRNA NAA+probe Ql (Specimen)
925-8,Observation,BLDBK,BLOOD BANK; Blood product unit; Blood Product Unit (Pack); Nominal; Point in time; Random,Bld Prod Disposition BPU,,Blood product disposition [Type],,Blood product disposition Nom (BPU)
3274-8,Heparin.unfractionated,COAG,Anti-Xa; Arbitrary concentration; Chromogenic assay; COAGULATION; ENZY; Enzymatic assay; Hematology; Heme; Hep; Hepar; Heparn; Plas; Platelet poor plasma; Point in time; QNT; Quan; Quant; Quantitative; Random; UFH; UniversalLabOrders,UFH PPP Chro-aCnc,arb U/mL,Heparin unfractionated [Units/volume] in Platelet poor plasma by Chromogenic method,[arb'U]/mL,Heparin unfractionated Chromogenic method Qn (PPP)
8478-0,Intravascular mean,BP.ATOM,Art sys; Average; Avg; Blood pressure mean; BLOOD PRESSURE MEASUREMENTS.ATOM; BP; BP mean; Cardio; Cardiology; Heart Disease; Intravenous; IV; MBP; Point in time; Pressure; QNT; Quan; Quant; Quantitative; Random,BP mean,mm Hg,Mean blood pressure,mm[Hg],
50235-1,Mucus,UA,#/area; Auto; Automated detection; Elec; Elect; Electr; Kidney; Mucous; Mucous Threads; Nephrology; Number areic; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal; UA; UR; URINALYSIS; Urine sediment; Urn; UrnS,Mucous Threads #/area UrnS Auto,/HPF,Mucus [#/area] in Urine sediment by Automated count,/[HPF],Mucus Auto (Urine sed) [#/Area]
2695-5,Observation,CHEM,Chemistry; Kidney; Nephrology; Osmo; Osmolality; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal; UA; UniversalLabOrders; UR; Urn,Osmolality Ur,mmol/kg H2O;mOsm/L; mOsmol/kg,Osmolality of Urine,mosm/kg,Osmolality (U) [Osmolality]
24357-6,Urinalysis macro (dipstick) panel,PANEL.UA,Pan; PANEL.URINALYSIS; Panl; Pnl; Point in time; Random; UA; UA Dipstick Pnl; UniversalLabOrders; UR; Urn,UA Dipstick Pnl Ur,,Urinalysis macro (dipstick) panel - Urine,,Urinalysis macro (dipstick) panel (U)
